subject,exam_name,paper_number,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,unique_question_id,question_type
Percussion Instruments,Question Papers of NET January 2017,Paper III,4,रवीन्द्र संगीत में आठ मात्राओं का ताल है,झम्पकताल,नवताल,रुपकड़ा,नवपंचताल,C,PER_c74a72cd,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,5,अभिकथन (A) तथा कारण (R) को पढ़ें और नीचे दिये गये कूटों की सहायता से सही उत्तर चुनें : अभिकथन (A) : जिन बंदिशों का विस्तार किया जाता है वे विस्तारशील बंदिशें कहलाती हैं। कारण (R) : तबले में टुकड़े विस्तारशील बंदिश कहलाते हैं। कूट :,(A) व (R) दोनों सही हैं।,(A) व (R) दोनों गलत हैं।,(A) सही है व (R) गलत है ।,(A) गलत है व (R) सही है ।,C,PER_bbcdb73f,Assertion and Reason
Percussion Instruments,Question Papers of NET January 2017,Paper III,6,भड़ौवा छंद के प्रत्येक चरण में कितनी मात्राएँ आती हैं ?,4-4,5-5,3-3,6-4,C,PER_2090ffc3,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,7,सूची-I को सूची-II से सुमेलित कीजिए । कूट की सहायता से सही उत्तर दीजिए : सूची -I                    सूची - II (a) शततन्त्री वीणा      (i) हुडुक्का (b) आवाज               (ii) मर्दल (c) मोरचंग                (iii) सन्तूर (d) मुरज                  (iv) मुखचंग कूट : (a) (b) (c) (d),(iii) (ii) (i) (iv),(iii) (i) (iv) (ii),(iii) (iv) (ii) (i),(i) (iii) (ii) (iv),B,PER_07137093,Match the List
Percussion Instruments,Question Papers of NET January 2017,Paper III,8,कर्नाटक ताल पद्धति का एकमात्र ताल जो अणुद्रुत युक्त है,ध्रुवताल,मठ्यताल,झम्पताल,त्रिपुटताल,C,PER_72fdf63c,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,9,"मधुकर गणेश गोड़बोले द्वारा लिखित पुस्तक ""तबला शास्त्र’ का प्रकाशन किस शहर में हुआ था ?",नई दिल्ली,हाथरस,इलाहाबाद,बनारस,C,PER_034699f2,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,10,अवनद्ध वाद्यों के लिये वित्त शब्द का प्रयोग किस ग्रन्थ में हुआ ?,पद्मावत,गीत-गोविन्द,रत्नाकर,बृहद्देशी,A,PER_9a47812d,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,11,घरानों का सही ऐतिहासिक क्रम चुनें :,"दिल्ली, लखनऊ, फर्रुखाबाद, अजराड़ा, बनारस","दिल्ली, अजराड़ा, फर्रुखाबाद, लखनऊ, बनारस","दिल्ली, अजराड़ा, लखनऊ, फर्रुखाबाद, बनारस","दिल्ली, लखनऊ, अजराड़ा, फर्रुखाबाद, बनारस",C,PER_42d12a88,Sequence / Ordering
Percussion Instruments,Question Papers of NET January 2017,Paper III,12,पाश्चात्य संगीत में क्वाड्रपल कम्पाउन्ड टाईम के प्रत्येक विभाग में कितनी-कितनी मात्राएँ होती हैं ?,4-4,5-5,6-6,9-9,D,PER_e8b789f4,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,13,किस तबला वादक को जीवाजी विश्वविद्यालय ग्वालियर से डी.लिट्. की उपाधि प्रदान की गई ?,पं. किशन महाराज,उ. जहांगीर खाँ,उ. ज़ाकिर हुसैन,उ. अहमद जान थिरकवा,A,PER_b6b3ff95,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,14,कोणार्क महोत्सव कहाँ आयोजित होता है ?,भुबनेश्वर,बनारस,बंबई,कटक,A,PER_8ff7c39e,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,15,शहनाई एवं बांसुरी दोनों ही वाद्य बजाने में निपुण कलाकार हैं,पं. राजेन्द्र प्रसन्ना,श्री दुर्गालाल,श्री अजय शंकर,श्री राकेश प्रसन्ना,A,PER_242a42a5,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,16,निम्नलिखित में से कौन सा एक अन्यों से मेल नहीं खाता ?,नखज,वायुज,चर्मज,जलज,D,PER_32a6df8e,Identify the Incorrect Statement
Percussion Instruments,Question Papers of NET January 2017,Paper III,17,"""तत् वितत् शिखर घन तारा । पाँचों शब्द होई झनकारा ।।"" उपर्युक्त किस ग्रन्थ में लिखा है ?",पद्मावत,संगीत दर्पण,मकरन्द,संगीत सार,A,PER_0feec05c,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,18,तीन ताल की कमाली चक्रदार बिना परिवर्तन के अन्य किस ताल में बजायी जा सकती है ?,एकताल,बसन्त,रूपकताल,झपताल,D,PER_84fa6185,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,19,गजझम्पा ताल के ठेके को उसी ताल में एक-एक बार दुगुन व चौगुन बजाकर सम पर आने हेतु किस मात्रा से प्रारम्भ किया जायेगा ?,3½ के बाद,3¾ के बाद,3¼ के बाद,3⅓ के बाद,B,PER_6ac380ca,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,20,रुद्र ताल में बेदम तिहाई कितने वर्णों की होगी ?,13,15,17,19,B,PER_3b299847,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,21,अभिकथन (A) तथा कारण (R) को पढ़ें और नीचे दिये गये कूटों की सहायता से सही उत्तर चुनें : अभिकथन (A) : उत्तर भारतीय अवनद्ध वादक प्रस्तार के अर्थ में प्रायः बाँट शब्द का व्यवहार करते हैं । कारण (R) : बनारस घराने में बाँट का अधिकाधिक वादन होता है । कूट :,(A) व (R) दोनों सही हैं।,(A) व (R) दोनों गलत हैं।,"(A) सही है, (R) गलत है ।","(A) गलत है, (R) सही है ।",D,PER_fb8883f4,Assertion and Reason
Percussion Instruments,Question Papers of NET January 2017,Paper III,22,अनुभाव के कितने प्रकार होते हैं ?,दो,तीन,चार,पाँच,A,PER_6e8f3e77,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,23,सूची-I को सूची-II से सुमेलित कीजिए तथा कूट की सहायता से सही उत्तर दर्शाइए : सूची - I (स्वर)          सूची - II (चिह्न) (a) काली एक          (i) G # (b) काली दो           (ii) D # (c) सफेद एक         (iii) C # (d) काली चार         (iv) C कूट (a) (b) (c) (d),(iii) (ii) (iv) (i),(ii) (iv) (i) (iii),(iv) (ii) (iii) (i),(i) (ii) (iii) (iv),A,PER_3beda4ec,Match the List
Percussion Instruments,Question Papers of NET January 2017,Paper III,24,विष्णु शर्मा द्वारा रचित ग्रन्थ है,अष्टोत्तर शत ताल लक्षणम्,ताल लक्षणम्,दशोत्तर शत ताल लक्षणम्,शत ताल लक्षणम्,A,PER_9d75ee59,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,25,"""तबला वादन शास्त्र एवं कला’ के लेखक कौन हैं ?",गिरीश चन्द्र श्रीवास्तव,सुधीर माईणकर,अरविन्द मुलगाँवकर,वसंत लेले,B,PER_6d017c90,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,26,उपंग वाद्य किस श्रेणी का वाद्य है ?,ताल वाद्य,स्वर वाद्य,घन वाद्य,इनमें से कोई नहीं,A,PER_fc060218,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,27,सही क्रम में लिखित उत्तर चुनिए :,"पौनगुन, डेढ़गुन, तिगुन, छःगुन","डेढ़गुन, पौनगुन, तिगुन, छःगुन","पौनगुन, डेढ़गुन, छःगुन, तिगुन","पौनगुन, छःगुन, डेढ़गुन, तिगुन",A,PER_8f7f04c2,Sequence / Ordering
Percussion Instruments,Question Papers of NET January 2017,Paper III,28,ठुमरी के साथ लग्गी बजाने में निपुण तबला वादक,उ. निजामुद्दीन खाँ,उ. रमजान खाँ,उ. नजीमुद्दीन खाँ,उ. बशीरुद्दीन खाँ,A,PER_43573b30,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,29,ताल के दस प्राण द्योतित करते हैं,ताल-योजना,ताल के दस प्रकार,ताल की विशेषता,ताल,A,PER_3606e6af,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,30,"सम, अतीत और अनागत - प्रकार हैं",लय के,ताल के,ग्रह के,यति के,C,PER_d65ae959,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,31,किस घराने के सभी कलाकार एक ही मुद्रा (तख़ल्लुस) का प्रयोग अपनी बंदिशों में करते हैं ?,भिण्डी बाजार घराना,किराना घराना,जयपुर घराना,ग्वालियर घराना,A,PER_668d52f1,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,32,"""धाण कतक धन तक तक धत् धत् धटतट"" इस भाषा का प्रयोग किस घराने में होता है ?",बनारस,लखनऊ,फर्रूखाबाद,पंजाब,D,PER_ffe5c531,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,33,इनमें से कौन तबला वादिका नहीं है ?,डॉ. योगमाया शुक्ला,सुश्री रिम्पा शिवा,सुश्री चित्रांगना पन्त,सुश्री अनुराधा पाल,D,PER_ea2cee3a,Identify the Incorrect Statement
Percussion Instruments,Question Papers of NET January 2017,Paper III,34,पंचम सवारी ताल में कमाली चक्करदार का एक चक्र (पल्ला) कितनी मात्रा का होगा ?,25,26,27,23,B,PER_704b21e4,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,35,लाहोरी गत' किस घराने की विशेषता है ?,फर्रुखाबाद,बनारस,दिल्ली,पंजाब,B,PER_1db883aa,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,36,अष्टोत्तर शत ताल लक्षणम् में कितने प्राचीन तालों के लक्षण बताये हैं ?,8,108,1008,180,B,PER_e3bb3859,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,37,अभिकथन (A) तथा कारण (R) को पढ़ें और नीचे दिये गये कूटों की सहायता से सही उत्तर चुनें : अभिकथन (A) : संगीत रत्नाकर के अनुसार भेरी वाद्य को दाहिनी ओर लकड़ी तथा बाँयी ओर हाथ से बजाया जाता है। कारण (R) : क्योंकि संगीत सार ग्रन्थ में भेरी वादन के लक्षण यही बताये गये हैं । कूट :,(A) व (R) दोनों सही हैं।,(A) व (R) दोनों गलत हैं ।,"(A) सही है, (R) गलत है ।","(A) गलत है, (R) सही है ।",C,PER_86f97e53,Assertion and Reason
Percussion Instruments,Question Papers of NET January 2017,Paper III,38,तबले की बंदिशें सर्वाधिक पायी जाती हैं :,वार्षिक छंद में,मात्रिक छंद में,वार्षिक एवं मात्रिक छंद दोनों में,उपर्युक्त में से कोई नहीं,B,PER_787bed55,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,39,"सुमेलित कीजिये तथा कूट की सहायता से सही उत्तर दीजिए : सूची - I (पुस्तक) (a) भारतीय संगीतवाद्य (b) भारतीय तालों का शास्त्रीय विवेचन (c) पखावज और तबला के घराने एवं परंपराएँ (d) ताल कोश सूची - II (प्रकाशक) (i) स्वर साधना समिति, मुंबई (ii) पापुलर प्रकाशन, मुंबई (iii) म.प्र. ग्रंथ अकादमी, भोपाल (iv) भारतीय ज्ञानपीठ, नई दिल्ली (v) रूबी प्रकाशन, इलाहाबाद कूट : (a) (b) (c) (d)",(ii) (iv) (v) (i),(i) (ii) (iv) (v),(iv) (iii) (i) (v),(iii) (ii) (i) (iv),C,PER_a44e5ecf,Match the List
Percussion Instruments,Question Papers of NET January 2017,Paper III,40,मिश्रजाति झम्पताल के कुल अक्षर काल,10,9,8,7,A,PER_549e37eb,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,41,मन्नूजी मृदंगाचार्य द्वारा लिखित पुस्तक है,संगीत सारामृत,मृदंग-वादन,मृदंग प्रभाकर,ताल दीपिका,D,PER_2778bca5,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,42,स्वर में मिलाने वाला सबसे पहला अवनद्ध वाद्य कौन सा है ?,भू-दुंदुभी,त्रिपुष्कर,पटह,भैरी,B,PER_5029a1ef,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,43,निम्न में से कौन सा विकल्प सही ऐतिहासिक क्रम में व्यवस्थित है ?,"आबिद हुसैन, वाजिद हुसैन, इलमास हुसैन, आफ़ाक हुसैन","वाजिद हुसैन, आबिद हुसैन, इलमास हुसैन, आफ़ाक हुसैन","वाजिद हुसैन, आबिद हुसैन, आफ़ाक हुसैन, इलमास हुसैन","आबिद हुसैन, वाजिद हुसैन, आफ़ाक हुसैन, इलमास हुसैन",D,PER_da3868b1,Sequence / Ordering
Percussion Instruments,Question Papers of NET January 2017,Paper III,44,किस वर्ष एक साथ दो तबला वादकों को पद्म पुरस्कार प्राप्त हुआ है ?,2002,2003,2004,2005,A,PER_d4c41d1d,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,45,संस्कृत भाषा में वितत शब्द का अर्थ है,फैला हुआ,बन्धा हुआ,रखा हुआ,इनमें से कोई नहीं,A,PER_c31a9b37,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,46,तिमिला' किस राज्य का अवनद्ध वाद्य है ?,तमिलनाडु,तेलंगाना,केरल,आन्ध्र प्रदेश,C,PER_6aa10897,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,47,संगीत रत्नाकर के अनुसार नागबंध पाटाक्षर हैं :,"न न गिड, गिड दगि",गिड़ गिड दत् थ,थौंगि थौंगी,टन गिन गिन नगि,D,PER_3c7008e2,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,48,दिल्ली घराने में 'ति' वर्ण के निकास के लिये मूलतः किस अंगुली का प्रयोग किया जाता है ?,तर्जनी,अनामिका,मध्यमा,कनिष्ठिका,B,PER_d3cc9708,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,49,प्रो. सुधीर कुमार वर्मा के गुरु हैं,उ. अहमद जान थिरकवा,उ. अमीर हुसैन,उ. जहाँगीर खाँ,प्रो. सुधीर कुमार सक्सेना,A,PER_c62422b2,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,50,रूपक ताल में गणेश ताल (21 मात्रा) को सम से सम तक एक आवर्तन में बजाने पर कौन सी लयकारी बनेगी ?,दुगुन,तिगुन,चौगुन,आड़,B,PER_45fed30a,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,51,रवीन्द्र संगीत का नवपंच ताल 5 मात्राओं का है ।,सही,गलत,सन्देह,इनमें से कोई नहीं,B,PER_5911b316,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,52,"अभिकथन (A) तथा कारण (R) को पढ़ें और नीचे दिये गये कूटों की सहायता से सही उत्तर चुनें : अभिकथन (A) : लग्गी-लड़ी प्रायः दादरा व कहरवा तालों में ही बजाई जाती है । कारण (R) : क्योंकि इन तालों में गांभीर्य अधिक, चंचलता कम है । कूट :",(A) सही है तथा (R) गलत है ।,(A) गलत है तथा (R) सही है ।,(A) तथा (R) दोनों सही हैं।,(A) तथा (R) दोनों गलत हैं ।,A,PER_b5023718,Assertion and Reason
Percussion Instruments,Question Papers of NET January 2017,Paper III,53,छन्द शास्त्र / पिंगल शास्त्र किस काल की रचना है ?,रामायण काल,सूत्र काल,महाभारत काल,इनमें से कोई नहीं,B,PER_9b33f4b1,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,54,कर्नाटक ताल पद्धति में त्रिपुट ताल का स्वरूप है,100,10,1001,1100,A,PER_acb63b8a,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,55,"""पखावज और तबला के घरानें एवं परम्परायें"" पुस्तक की प्रस्तावना किसने लिखी है ?",ठाकुर जयदेव सिंह,डॉ. सुभद्रा चौधरी,डॉ. आबान मिस्त्री,डॉ. योगमाया शुक्ला,A,PER_acdbb084,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,56,पाली साहित्य में वृन्दवादन के लिये किस शब्द का प्रयोग होता था ?,आतोद्य,तुरिय,द्योतक,इनमें से कोई नहीं,B,PER_2ac146ee,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,57,झागेन झागेन धागे झागे तित घिड़ान' यह किस अवनद्ध वाद्य की भाषा है ?,मणिपुरी खोल,नक्कारा,ढ़ोलक,मृदंगम्,B,PER_3046cc29,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,58,सही क्रम को चुनिये :,"सामगान, ध्रुवपद, प्रबन्ध, ख़्याल","सामगान, प्रबन्ध, ध्रुवपद, ख़्याल","प्रबन्ध, सामगान, ध्रुवपद, ख़्याल","प्रबन्ध, सामगान, ख़्याल, ध्रुवपद",B,PER_c6dfeb5d,Sequence / Ordering
Percussion Instruments,Question Papers of NET January 2017,Paper III,59,किस वर्ष एक साथ दो तबला वादकों को संगीत नाटक अकादमी पुरस्कार प्राप्त हुआ है ?,1997,1998,1991,1993,A,PER_484cdece,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,60,नान्यदेव कृत भरत भाष्यम् में लगभग कितने श्लोक हैं ?,2000,3000,4000,7000,D,PER_8e6d08f4,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,61,स्वर साधना समिति-मुंबई का संस्थापक कौन है ?,डॉ. योगमाया शुक्ला,डॉ. अनिता सेन,प्रो. पूर्णिमा पाण्डे,डॉ. आबान् ई. मिस्त्री,D,PER_9a598e93,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,62,प्राचीन उपंग वाद्य वर्तमान में बंगाल में किस नाम से प्रचलित है ?,स्वर लहरी,वाद्य लहरी,उपंग लहरी,आनन्द लहरी,D,PER_fd607357,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,63,अजराड़ा घराने के कायदों में गतिमानता बनाए रखने के लिये किस अंगुली का प्रयोग किया गया ?,तर्जनी,मध्यमा,अनामिका,कनिष्ठिका,C,PER_f46af61f,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,64,भरत ने अवनद्ध वाद्यों के कितने भेद कहे हैं ?,चार,पाँच,दो,तीन,C,PER_6f4843c4,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,65,इच्छित स्वर में मिलाये जा सकने वाले वाद्य कहलाते हैं,प्रत्यंग,उपंग,अंग,मतंग,C,PER_1831867f,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,66,तबला एकल वादन के कुल कितने प्रमुख घराने हैं ?,चार,पाँच,छह,दो,C,PER_c27f9ca4,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,67,किनार का बाज और चतस्त्र जाति की रचनाओं के लिये प्रसिद्ध तबला घराना,फर्रुखाबाद,दिल्ली,अजराड़ा,लखनऊ,B,PER_d62da444,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,68,तिस्र जाति के क़ायदों का प्रारंभ हुआ,पंजाब घराने में,दिल्ली घराने में,अजराड़ा घराने में,बनारस घराने में,C,PER_9b273d1f,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,69,उस्ताद बख्शू खां के प्रसिद्ध शिष्य जिन्होंने एक नये घराने की स्थापना की,हाजी मलंग खां,हाजी अमानत अली,पं. राम सहाय,हाजी विलायत अली,D,PER_02e779bc,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,70,उस्ताद अल्लारखा खां के वरिष्ठ गुरुभाई,उस्ताद क़ादरबख्श,उस्ताद शौकत हुसैन,उस्ताद मोदू खां,उस्ताद लाल खां,B,PER_6dae379c,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,71,पण्डित राम सहाय ने किस गुरु से शिक्षा प्राप्त की ?,उस्ताद मोहम्मद खां,पं. भैरव सहाय,उस्ताद मोदू खां,उस्ताद बख्शू खां,C,PER_bada926a,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,1,फरमाईशी चक्करदार में कुल कितने धा होते हैं ?,9,3,27,18,A,PER_56ff18b5,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,2,तीन ताल में आड़ लय एक आवर्तन में कहाँ से प्रारम्भ होगा ?,5⅓ के बाद,5¼ के बाद,5½ के बाद,10⅔  के बाद,A,PER_7f620232,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,3,अष्टमंगल (22 मात्रा) में ताली खाली है -,9 ताली 2 खाली,6 ताली 5 खाली,7 ताली 4 खाली,8 ताली 3 खाली,D,PER_c6113767,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,4,"अभिकथन (A) तथा कारण (R) को पढ़ें और नीचे दिये कूटों की सहायता से सही उत्तर दें : अभिकथन : (A) खाली भरीयुक्त प्रवाही रचना जो द्रुत गति में बजाई जाती है, रेला कहलाती है। कारण : (R) सन् 1853 में उस्तादों ने जब रेलगाड़ी देखी तो इस रचना (रेला) का निर्माण किया ।","(A) गलत है, परंतु (R) सही है ।","(A) सही है, परंतु (R) गलत है ।",(A) तथा (R) दोनों गलत हैं ।,(A) तथ (R) दोनों सही हैं ।,B,PER_d6a1db74,Assertion and Reason
Percussion Instruments,Question Papers of NET January 2017,Paper II,5,सुमेलित कीजिये तथा कूट की सहायता से सही उत्तर बताइए। सूची -I              सूची - II a. बाउल            i. तमिलनाडु b. गिद्दा             ii. राजस्थान c. घूमर             iii. बंगाल d. कवाड़ीअट्टम   iv. पंजाब कूट a b c d,iii iv ii i,iii ii iv i,iii i ii iv,iv i ii iii,A,PER_f5415ce2,Match the List
Percussion Instruments,Question Papers of NET January 2017,Paper II,6,कर्नाटक तालों में इनमें से क्या अनिवार्य नहीं है ?,निश्चित ठेका,विभाग,सम,मात्रा,A,PER_83307043,Identify the Incorrect Statement
Percussion Instruments,Question Papers of NET January 2017,Paper II,7,“इंट्रोडक्शन ऑफ तबला” पुस्तक की लेखिका कौन हैं ?,डॉ. आबान मिस्त्री,डॉ. योगमाया शुक्ला,गुलशन सक्सेना,शिखा गांगुली,D,PER_89ac7fea,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,8,नाट्यशास्त्र में समस्त वाद्यों को कहा गया है,दोत्तक,आतोद्य,तूर्य,पंचागिक,B,PER_78cfa915,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,9,पाश्चात्य संगीत के ब्रीव की मात्राएँ किस भारतीय ताल की मात्राओं के समकक्ष हैं ?,दादरा,कहरवा,रूपक,झपताल,B,PER_76e1c6a8,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,10,किस घराने के कायदों में खाली पर भरी से अलग बोलों का प्रयोग सौन्दर्यात्मकता के लिये किया जाता है ?,अजराड़ा,दिल्ली,फर्रुखाबाद,बनारस,A,PER_49496a5b,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,11,विलम्बित ख्याल के साथ अधिकाधिक बजने वाला ताल है -,एकताल,झपताल,रूपक ताल,तीव्रा,A,PER_6f663699,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,12,पूरब बाज के किस घराने पर कत्थक नृत्य का प्रभाव नहीं है ?,लखनऊ,फर्रुखाबाद,बनारस,इनमें से कोई नहीं,B,PER_dcee113a,Identify the Incorrect Statement
Percussion Instruments,Question Papers of NET January 2017,Paper II,13,पंचम सवारी ताल में नौहक्का कितने वर्णों का होगा ?,5,7,9,3,A,PER_4fa574f8,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,14,वसन्त ताल में दादरा ताल सम से सम तक बजाने पर लयकारी बनेगी -,3/2,2/3,3/3,3/4,B,PER_c147ad67,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,15,रवीन्द्र संगीत के नवपंच ताल में 3 ताली व 2 खाली है,सही,गलत,सन्देह है ।,इनमें से कोई नहीं,B,PER_e72d6634,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,16,झूलना छंद किसके सदृश्य नहीं है ?,गीतिका,गीतांगी,हरि गीतिका,शशिवदना,D,PER_c9b090a7,Identify the Incorrect Statement
Percussion Instruments,Question Papers of NET January 2017,Paper II,17,सूची-I को सूची-II से सुमेलित कीजिये तथा कूट की सहायता से सही उत्तर बताइए। सूची - I             सूची - II a. गोपुच्छा         i. अनागत b. अतीत           ii. निःशब्द c. सशब्द.         iii. द्रुत d. विलम्बित       iv. स्त्रोतोगता कूट : a b c d,iv ii i iii,iv i ii iii,iv ii iii i,iv iii ii i,B,PER_4346f765,Match the List
Percussion Instruments,Question Papers of NET January 2017,Paper II,18,एजीज-ए-खुशरवी के लेखक हैं,अमीर खाँ,अमीर हुसैन खाँ,अमीर खुसरो खाँ,अमीर खुसरो,D,PER_babf5d50,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,19,ताल विज्ञान तबला' पुस्तक के लेखक कौन हैं ?,मधुकर गणेश गोडबोले,मोहनलाल जोशी,भगवतशरण शर्मा,सत्यनारायण वशिष्ठ,B,PER_8025a68e,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,20,किस ग्रंथ में पटह को ढोलक के समकक्ष कहा गया है ?,संगीत पारिजात,संगीत समय सार,संगीत सारोद्धार,संगीतोपनिषत्सारोद्धार,A,PER_d696a4fe,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,21,वेस्टर्न स्टाफ नोटेशन में एक मात्रा (1) का चिह्न क्या है ?,मिनिम,सेमी ब्रीव,स्क्वैयर,क्रोचेट,B,PER_187773f9,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,22,दुक्कड़ वाद्य की संगत किस वाद्य के साथ की जाती हैं ?,शहनाई,बांसुरी,क्लारनेट,नफीरी,A,PER_47c107b1,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,23,शास्त्रानुसार शिवजी के मुख से कितने पाटाक्षर उत्पन्न हुये हैं ?,5,15,6,16,A,PER_5604b4b0,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,24,खुली थाप का प्रयोग किस घराने में सर्वाधिक किया जाता है ?,दिल्ली,अजराड़ा,फर्रुखाबाद,बनारस,D,PER_59bfd450,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,25,मध्य लय तीन ताल में नौहक्का न्यूनतम कितने आवर्तन में आयेगा ?,2,3,4,1,A,PER_9005050b,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,26,"किस ताल के पाँचवें विभाग में ""तिरकिट धि"" बोल का प्रयोग हुआ है ?",आडाचौताल,झूमरा,फरोदस्त,धमार,A,PER_c71623d3,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,27,अभिकथन (A) तथा कारण (R) को पढ़ें और नीचे दिये गये कूटों की सहायता से सही उत्तर दें : अभिकथन (A) : रवीन्द्र संगीत का रूपकड़ा ताल उत्तर हिन्दुस्तानी संगीत के रूपक ताल से बना है । कारण (R) : दोनों तालों की मात्राएँ समान हैं । कूट :,(A) तथा (R) दोनों सही हैं ।,(A) तथा (R) दोनों गलत हैं ।,"(A) सही है, परन्तु (R) गलत है ।","(A) गलत है, परन्तु (R) सही है ।",B,PER_ab33ed7f,Assertion and Reason
Percussion Instruments,Question Papers of NET January 2017,Paper II,28,रस के कितने अंग होते हैं ?,दो,तीन,चार,पाँच,B,PER_f98ce13d,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper II,29,खण्ड जाति ध्रुव ताल के अक्षर काल,14,15,16,17,D,PER_2f9e2df7,Normal MCQ
