subject,exam_name,paper_number,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,unique_question_id,question_type
Drama and theatre,Question Papers of NET December 2015,Paper II,28,हेनरिक इब्सन के निम्नलिखित नाटकों का सही क्रम बताएं :,"वाइल्ड डक, लिटिल इयोल्फ़, एन एनिमी ऑफ द पीपल, द लेडी फ्रॅम द सी","लिटिल इयोल्फ़, वाइल्ड डक, एन एनिमी ऑफ द पीपल, द लेडी फ्रॅम द सी","एन एनिमी ऑफ द पीपल, लिटिल इयोल्फ़, द लेडी फ्रॅम द सी, वाइल्ड डक","एन एनिमी ऑफ द पीपल, वाइल्ड डक, द लेडी फ्रॅम द सी, लिटिल इयोल्फ़",D,DRA_ddc53b87,Sequence / Ordering
Drama and theatre,Question Papers of NET December 2015,Paper II,29,विषम को चुनिए :,काबुकी,कागुरा,खोन,क्योगन,C,DRA_81f1c16a,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET December 2015,Paper II,30,राइट टू परफॉर्म' पुस्तक लिखा है :,गद्दार,सफ़दर हाशमी,मलय श्री हाशमी,प्रसन्ना,B,DRA_3b1cb82a,Normal MCQ
Drama and theatre,Question Papers of NET December 2015,Paper II,31,"सूची - I की मदों को सूची - II की मदों के साथ सुमेलित करें : सूची - I (a) कुहर (b) नाट्यवेश्म (c) रज्जु (d) शैलगुहा सूची - II (i) पहाड़ में एक गुफा (ii) डोरी (iii) थियेटर, नाट्यशाला (iv) कोटर, छिद्र, द्वार कूट :","(a)-(iv), (b)-(i), (c)-(ii), (d)-(iii)","(a)-(iv), (b)-(iii), (c)-(ii), (d)-(i)","(a)-(i), (b)-(iii), (c)-(ii), (d)-(iv)","(a)-(ii), (b)-(i), (c)-(iii), (d)-(iv)",B,DRA_b68be80b,Match the List
Drama and theatre,Question Papers of NET December 2015,Paper II,32,"अभिकथन (A) : ग्रोटोवस्की के अनुसार अभिनेता एक धर्मगुरु के समान है, जो नाटकीय वातावरण पैदा करता है और दर्शकों को उसका अनुभव कराता है। कारण (R) : यह अभिनेता और दर्शकों के बीच शारीरिक तनाव पैदा करता है। कूट :",(A) और (R) दोनों सही हैं।,(A) और (R) दोनों गलत हैं।,"(A) सही है, (R) गलत है।","(A) गलत है, (R) सही है।",C,DRA_a8812c14,Assertion and Reason
Drama and theatre,Question Papers of NET December 2015,Paper II,33,जापानी रंगमंच के निम्नलिखित रूपों को सही क्रम में लगाएं :,"कागूरा, सारुगाकू, बुगाकू, गगाकू","सारुगाकू, बुगाकू, गगाकू, कागूरा","कागूरा, गगाकू, बुगाकू, सारुगाकू","गगाकू, बुगाकू, कागूरा, सारुगाकू",C,DRA_b70163d6,Sequence / Ordering
Drama and theatre,Question Papers of NET December 2015,Paper II,34,इनमें से कौन-सा अलग है ?,राष्ट्रीय नाट्य विद्यालय,त्रिशूर नाट्य विद्यालय,भारतेन्दु नाट्य अकादमी,ललिता कला अकादमी,D,DRA_450df832,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET December 2015,Paper II,35,अरस्तू के अनुसार नाटक रचना का सर्वाधिक महत्वपूर्ण पहलू है :,चरित्र,कथानक,प्रदर्शन,विचार,B,DRA_e717383b,Normal MCQ
Drama and theatre,Question Papers of NET December 2015,Paper II,36,सूची - I की मदों का सूची - II की मदों से मिलान करें : सूची - I (a) इम्प्रेशनीज्म (b) एग्जिस्टेन्शियलिज्म (c) थिएट्रिकलिज्म (d) कंनस्ट्रक्टविज्म सूची - II (i) लुइगी पिरेन्देलो (ii) वैसेवोलोड मेयरहोल्ड (iii) ज्यां पाल सात्रे (iv) मॉरीस मेतरलिंक कूट :,"(a)-(ii), (b)-(iii), (c)-(iv), (d)-(i)","(a)-(iv), (b)-(iii), (c)-(i), (d)-(ii)","(a)-(iii), (b)-(ii), (c)-(iv), (d)-(i)","(a)-(i), (b)-(ii), (c)-(iii), (d)-(iv)",B,DRA_9c4277ea,Match the List
Drama and theatre,Question Papers of NET December 2015,Paper II,37,अभिकथन (A) : छाया रंगमंच के मूल का पता लगाना एशियाई रंगमंच अध्ययन में एक मानक समस्या है। कारण (R) : छाया रंगमंच का रंगमंचीय प्रदर्शन पश्चिम में तुर्की से पूर्व में चीन तक विस्तृत क्षेत्र में किया गया। कूट :,(A) और (R) दोनों सही हैं।,(A) और (R) दोनों गलत हैं।,(A) सही है और (R) गलत है।,(A) गलत है और (R) सही है।,A,DRA_892c5cc3,Assertion and Reason
Drama and theatre,Question Papers of NET December 2015,Paper II,38,विजय तेंदुलकर के निम्न नाटकों का सही क्रम चुनिए :,"कन्यादान, कमला, श्रीमंत, सखाराम बाइन्डर","श्रीमंत, कन्यादान, कमला, सखाराम बाइन्डर","श्रीमंत, सखाराम बाइन्डर, कमला, कन्यादान","सखाराम बाइन्डर, कमला, श्रीमंत, कन्यादान",C,DRA_acde6d72,Sequence / Ordering
Drama and theatre,Question Papers of NET December 2015,Paper II,39,निम्नलिखित में से असंगत को चुनें :,रंगपीठ,रंगशीर्ष,मत्तवारणी,रंगद्वार,D,DRA_51049a3d,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET December 2015,Paper II,40,"आस्तीन वाला एक लम्बा, काफी एम्ब्रॉयडरीवाला परिधान जिसे यूनानी (ग्रीक) दुःखांत नाटकों के अभिनेता पहना करते थे :",सीरमा,सटीर,एगॉन,ओरेस्तस,A,DRA_2aa57af4,Normal MCQ
Drama and theatre,Question Papers of NET December 2015,Paper II,41,सूची - I की मदों का सूची - II की मदों से मिलान करें : सूची - I (a) काइ लुओंग (b) नांग तालुंग (c) योक्ते पोए (d) वांग सियाम सूची - II (i) बर्मा (म्यांमार) (ii) मलेशिया (iii) वियतनाम (iv) थाइलैण्ड कूट :,"(a)-(i), (b)-(ii), (c)-(iii), (d)-(iv)","(a)-(iii), (b)-(iv), (c)-(i), (d)-(ii)","(a)-(ii), (b)-(i), (c)-(iv), (d)-(iii)","(a)-(iv), (b)-(iii), (c)-(ii), (d)-(i)",B,DRA_2b284d90,Match the List
Drama and theatre,Question Papers of NET December 2015,Paper II,42,"अभिकथन (A) : जेम्स अगाटे के अनुसार नाटक समीक्षा की केवल दो भूमिकाएं मायने रखती हैं। एक, यह निर्धारित करना कि नाटककार क्या करने की कोशिश कर रहा था और यह फैसला सुनाना कि उसने कितना अच्छा किया है। दूसरा, यह निर्धारित करना कि जो अच्छी चीज की गई है क्या वह बिल्कुल करने योग्य थी। कारण (R) : नाटक समीक्षा यह निर्धारित करती है कि नाटककार और निर्देशक को क्या करना है। कूट :",(A) और (R) दोनों सही हैं।,(A) और (R) दोनों गलत हैं।,(A) सही है (R) गलत है।,(A) गलत है (R) सही है।,C,DRA_e3f20e07,Assertion and Reason
Drama and theatre,Question Papers of NET December 2015,Paper II,43,निम्नलिखित अर्थप्रकृति का सही क्रम बताएं :,"बीज, बिन्दु, पताका, प्रकरी, कार्य","कार्य, प्रकरी, बिन्दु, पताका, बीज","पताका, कार्य, बिन्दु, प्रकरी, बीज","प्रकरी, बीज, कार्य, बिन्दु, पताका",A,DRA_1c7e9775,Sequence / Ordering
Drama and theatre,Question Papers of NET December 2015,Paper II,44,निम्नलिखित में से विषम का चयन करें :,सीमा रेखाएं,चक्रीयक्रत नाप,ऑर्थोग्राफिक प्रस्तुतीकरण,कर्तन स्थल,C,DRA_d7598766,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET December 2015,Paper II,45,डेविड गैरिक इनमें से किस रूप में प्रसिद्ध थे ?,अभिनेता,निर्देशक,नाटककार,डिज़ाइनर,A,DRA_ff48cd78,Normal MCQ
Drama and theatre,Question Papers of NET December 2015,Paper II,46,सूची - I की मदों का सूची - II की मदों से मिलान करें : सूची - I (a) स्टेल न्यूज़ (b) वेडिंग एलबम (c) ओरंगजेब (d) द साइक्लिस्ट सूची - II (i) विजय तेंदुलकर (ii) इंदिरा पार्थसारथी (iii) बादल सरकार (iv) गिरिश करनाड कूट :,"(a)-(i), (b)-(ii), (c)-(iii), (d)-(iv)","(a)-(iv), (b)-(iii), (c)-(i), (d)-(ii)","(a)-(iii), (b)-(iv), (c)-(ii), (d)-(i)","(a)-(i), (b)-(ii), (c)-(iv), (d)-(iii)",C,DRA_b5a65afe,Match the List
Drama and theatre,Question Papers of NET December 2015,Paper II,47,अभिकथन (A) : एक प्रभावी नाटक में कोई रहस्य बना रहना चाहिए अथवा रहस्यात्मक तथ्य का प्रयोग किया जाना चाहिए जिसका उद्घाटन दर्शकों के समक्ष नाटक के प्रारंभ अथवा अंत में किया जाना चाहिए। कारण (R) : यदि दर्शक को रहस्य का पता हो परन्तु अभिनयकर्ता को इसकी जानकारी न हो तो दर्शकों को खेल का मजा आता है। कूट :,"(A) सही है, (R) गलत है।","(A) गलत है, (R) सही है।",(A) और (R) दोनों सही हैं।,(A) और (R) दोनों गलत हैं।,C,DRA_88675336,Assertion and Reason
Drama and theatre,Question Papers of NET December 2015,Paper II,48,निम्नलिखित रंगमंच व्यक्तिकों का पूर्व से पश्चिम की ओर जाते हुए उनके देश के अनुसार सही क्रम चुनिए :,"एन्तोन चेखोव, जर्ज़ी ग्रोटोवस्कि, पीटर ब्रुक, आर्थर मिलर","जर्ज़ी ग्रोटोवस्कि, एन्तोन चेखोव, आर्थर मिलर, पीटर ब्रुक","एन्तोन चेखोव, पीटर ब्रुक, जर्ज़ी ग्रोटोवस्कि, आर्थर मिलर","आर्थर मिलर, पीटर ब्रुक, जर्ज़ी ग्रोटोवस्कि, एन्तोन चेखोव",A,DRA_b2e4632e,Sequence / Ordering
Drama and theatre,Question Papers of NET December 2015,Paper II,49,निम्न में से कौन-सा अलग है ?,स्ट्रिंडबर्ग,मेतरलिंक,मारिका कोतोपौली,हॉप्टमैन,C,DRA_322c0a33,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET December 2015,Paper II,50,निम्न में से किस फार्स के साथ नोह जुड़ा है ?,गगाकू,डेंगाकू,क्योगेन,बुगाकू,C,DRA_478dfc75,Normal MCQ
Drama and theatre,Question Papers of NET January 2017,Paper III,1,"सूची - I की मदों को सूची - II के साथ सुमेलित करें : सूची - I a. जिसका प्रत्येक अंक श्रृंगार, विद्रव और कपट को निरूपित करता है। b. जिसकी कथावस्तु एवं नायक कवि की अपनी सृजनात्मक शक्ति द्वारा सृजित की जाती है। c. यह तेरह अंगों या भागों से निर्मित होता है । d. जिसकी कथावस्तु दिव्य नारी के अपहरण से संबंधित है । सूची - II i. विधि ii. ईहामृग iii. समवकार iv. प्रकरण कूट :","a-iii, b-iv, c-i, d-ii","a-iv, b-i, c-ii, d-iii","a-i, b-ii, c-iii, d-iv","a-ii, b-iii, c-iv, d-i",A,DRA_2aa43a61,Match the List
Drama and theatre,Question Papers of NET January 2017,Paper III,2,"अभिकथन (A) : नटों द्वारा मुखौटे एवं चरित्रानुसारी वेशभूषा धारण करना, आलेख के अधिकतर हिस्सों को गान, पठन एवं नृत्य के माध्यम से प्रस्तुत करना, प्रस्तुतकर्ताओं द्वारा कोरस का गठन करना और अभिनेताओं द्वारा ही पुरुष एवं स्त्री चरित्रों को प्रस्तुत करना - यह थी ग्रीक रंगमंच की परम्परा। तर्क (R) : ये रूढ़ियाँ सुझाती हैं कि ग्रीक थिएटर में प्रस्तुति अत्यंत अनौपचारिक थीं। कूट :",(A) सही है और (R) गलत है।,(A) गलत है और (R) सही है।,(A) और (R) दोनों गलत हैं।,(A) और (R) दोनों सही हैं।,A,DRA_ec800217,Assertion and Reason
Drama and theatre,Question Papers of NET January 2017,Paper III,3,नेशनल स्कूल ऑफ ड्रामा के निम्नलिखित निर्देशकों को नवीनतम से पूर्ववर्ती के सही कालक्रम में चुनिये :,"वामन केन्द्रे, अनुराधा कपूर, देवेन्द्र राज अंकुर, राम गोपाल बजाज","वामन केन्द्रे, राम गोपाल बजाज, देवेन्द्र राज अंकुर, अनुराधा कपूर","वामन केन्द्रे, देवेन्द्र राज अंकुर, राम गोपाल बजाज, अनुराधा कपूर","वामन केन्द्रे, अनुराधा कपूर, राम गोपाल बजाज, देवेन्द्र राज अंकुर",A,DRA_3e4edc4e,Sequence / Ordering
Drama and theatre,Question Papers of NET January 2017,Paper III,4,विषम को चुनिए :,पावा कथकली,पुतुल नाच,कठपुतली,गंबुह,D,DRA_40dbacb9,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET January 2017,Paper III,5,निम्नलिखित में से किसने व्यंग्यकारी उत्कृष्ट कृति 'ला मैंद्रागोला' की रचना की थी ?,अरिओस्तो,मैकियावेली,जिओव्नी बतिस्ता गुआरिनी,प्लॉटस,B,DRA_cd5b7f1f,Normal MCQ
Drama and theatre,Question Papers of NET January 2017,Paper III,6,सूची - I की मदों को सूची - II के साथ सुमेलित करें : सूची - I a. पीटर ब्रुक b. गोर्डन क्रैग c. मार्टिन एसलिन d. विक्टर टर्नर सूची - II i. थिएटर ऑफ द एब्जर्ड ii. द एम्प्टी स्पैस iii. द एंथ्रोपॉलॉजी ऑफ पर्फोर्मेन्स iv. ऑन द आर्ट ऑफ द थिएटर कूट :,"a-ii, b-iv, c-i, d-iii","a-iii, b-ii, c-iv, d-i","a-ii, b-iv, c-iii, d-i","a-i, b-ii, c-iii, d-iv",A,DRA_16b1ca8e,Match the List
Drama and theatre,Question Papers of NET January 2017,Paper III,7,"अभिकथन (A) : हबीब तनवीर के अनुसार वास्तविक थिएटर के लोग, गाँवों में है जिन्हें शिक्षित लोगों के पास लाना होगा क्योंकि शिक्षित लोगों के पास संस्कृति का अभाव होता है, जो कि गाँव के अधिकांश लोगों के पास प्रचुरता से होता है, हालांकि वे निरक्षर होते हैं। तर्क (R) : ग्रामीण रूप शहर तक पहुँचना चाहिए, शहर के नाटकों को भी अन्दरूनी भागों में जाना होगा, जिससे दोनों स्थानों पर नाटक-श्रोता संबंधों में पूर्ण रूपांतरण हो सके। कूट :",(A) और (R) दोनों गलत हैं।,(A) और (R) दोनों सही हैं।,"(A) सही है, (R) गलत है।","(A) गलत है, (R) सही है।",B,DRA_b1e7f078,Assertion and Reason
Drama and theatre,Question Papers of NET January 2017,Paper III,8,भौगोलिक उत्पत्ति के संदर्भ में उत्तर से दक्षिण तक के सही क्रम को चुनिए :,"रामलीला, रामकीयन, लेगोंग, सैंदीवारा","रामलीला, रामकीयन, सैंदीवारा, लेगोंग","लेगोंग, सैंदीवारा, रीमकीयन, रामलीला","सैंदीवारा, रामलीला, लेगोंग, रामकीयन",B,DRA_a7824de9,Sequence / Ordering
Drama and theatre,Question Papers of NET January 2017,Paper III,9,एब्जर्ड ड्रामा' के संदर्भ में विषम को चुनिए :,एडवर्ड एल्बी,हैरोल्ड पिन्टर,जे.बी. प्रिस्टले,सैमुअल बेकेट,C,DRA_bc99c087,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET January 2017,Paper III,10,कथानक में निहित एक छोटी सी घटना जिसका प्रमुख उद्देश्य कथावस्तु को आगे बढ़ाना है :,विमर्श,चूलिका,प्रकरी,फलयोग,C,DRA_a371c5c9,Normal MCQ
Drama and theatre,Question Papers of NET January 2017,Paper III,11,सूची - I की मदों को सूची - II के साथ सुमेलित करें : सूची - I a. दर्पण एकेडमी ऑफ पर्फोर्मिंग आर्ट्स b. अलरीप्पु c. रंग शंकरा d. द कंपनी सूची - II i. त्रिपुरारी शर्मा ii. मल्लिका साराभाई iii. नीलम मानसिंह चौधरी iv. अरुंधति नाग कूट :,"a-i, b-ii, c-iii, d-iv","a-iv, b-ii, c-iii, d-i","a-ii, b-i, c-iv, d-iii","a-iii, b-ii, c-i, d-iv",C,DRA_64105ee8,Match the List
Drama and theatre,Question Papers of NET January 2017,Paper III,12,"अभिकथन (A) : चीनी ओपेरा शैली को वियतनाम के दरबारी ओपेरा, हाट बोई द्वारा अंगीकृत किया गया, परंतु ऐसे प्रभावों के बावजूद हाट बोई देशज परंपराओं का प्रतिनिधित्व करता है। तर्क (R) : ग्यारहवीं सदी के पूर्वार्द्ध के वियतनाम के एक शासक ने अपने दरबार के अभिनेताओं को चीनी प्रहसन थिएटर की शिक्षा देने के लिए एक चीनी अभिनेता को नियुक्त किया था। कूट :",(A) और (R) दोनों सही हैं।,(A) और (R) दोनों गलत हैं।,"(A) सही है, परंतु (R) गलत है।","(A) गलत है, परंतु (R) सही है।",A,DRA_49770ac9,Assertion and Reason
Drama and theatre,Question Papers of NET January 2017,Paper III,13,थिएटर संबंधी निम्नलिखित पश्चिमी अवधारणाओं के विकास के अनुसार उनके सही आरोही क्रम को चुनिए :,"द सेकुलर थिएटर, द रिचुअल थिएटर, द पब्लिक थिएटर, द पैजिएंट थिएटर","द रिचुअल थिएटर, द सेकुलर थिएटर, द पैजिएंट थिएटर, द पब्लिक थिएटर","द रिचुअल थिएटर, द पैजिएंट थिएटर, द पब्लिक थिएटर, द सेकुलर थिएटर","द सेकुलर थिएटर, द रिचुअल थिएटर, द पैजिएंट थिएटर, द पब्लिक थिएटर",B,DRA_9e31c5ea,Sequence / Ordering
Drama and theatre,Question Papers of NET January 2017,Paper III,14,विषम को चुनिए :,विकृष्ट,चतुरस्र,वृत्त,त्र्यस्त्र,C,DRA_09df6847,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET January 2017,Paper III,15,शाही युग में दरबार में प्रस्तुतियों में लोकप्रिय प्रोसिनियम आर्च (अग्रमंच चाप) को पहले कहाँ विकसित किया गया था ?,पुनर्जागरण युग के दौरान इटली में,फ्रांसीसी दरबार में,इंग्लैंड में शेक्सपियर द्वारा,स्पेनिश थिएटर में,A,DRA_081d149d,Normal MCQ
Drama and theatre,Question Papers of NET January 2017,Paper III,16,सूची - I की मदों को सूची - II के साथ सुमेलित करें : सूची - I a. भारतेन्दु हरिश्चंद्र b. बनारस गोविन्द राव c. विष्णु दास अमृत भावे d. हेरासिम लेबेदेफ़ सूची - II i. बंगाली थिएटर ii. हिन्दी थिएटर iii. तेलुगू थिएटर iv. मराठी थिएटर कूट :,"a-ii, b-iii, c-iv, d-i","a-iii, b-iv, c-i, d-ii","a-iv, b-i, c-ii, d-iii","a-i, b-ii, c-iii, d-iv",A,DRA_53b8e3f1,Match the List
Drama and theatre,Question Papers of NET January 2017,Paper III,17,"अभिकथन (A) : आंद्रे आन्तों ने थिएटर में ""गैर-यथार्थवादी"" अभिनय की आधारशिला रखी थी। तर्क (R) : उन्होंने कहा कि दर्शक नटों की शारीरिक क्रियाओं में उतनी समान सीमा तक रुचि नहीं रखते हैं, जितनी कि इन क्रियाओं के ""कारणों"" में रुचि रखते हैं। कूट :",(A) और (R) दोनों सही हैं।,(A) और (R) दोनों गलत हैं।,"(A) सही है, परंतु (R) गलत है।","(A) गलत है, परंतु (R) सही है।",D,DRA_c715c6d3,Assertion and Reason
Drama and theatre,Question Papers of NET January 2017,Paper III,18,निम्नलिखित अवस्थाओं का सही अवरोही क्रम बताइए :,"प्रारम्भ, नियत फलप्राप्ति, फलयोग, प्रयत्न, प्राप्ति संभव","फलयोग, नियत फलप्राप्ति, प्राप्ति संभव, प्रयत्न, प्रारम्भ","फलयोग, प्रयत्न, प्राप्ति संभव, नियत फलप्राप्ति, प्रारम्भ","प्रारम्भ, प्रयत्न, प्राप्ति संभव, नियत फलप्राप्ति, फलयोग",B,DRA_2cfb126e,Sequence / Ordering
Drama and theatre,Question Papers of NET January 2017,Paper III,19,विषम को चुनिए :,कॉमेदिया द सान्तो,कॉमेजी-फ्रौंसे,कॉमेदिया द फैब्रिका,अल्ता कॉमेदिया,B,DRA_b5f06631,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET January 2017,Paper III,20,"""सिंहासन खाली है"" नाटक किसके द्वारा लिखित है ?",अजय शुक्ला,सुशील कुमार सिंह,अज़गर वज़ाहत,सुरेन्द्र वर्मा,B,DRA_604313cd,Normal MCQ
Drama and theatre,Question Papers of NET January 2017,Paper III,21,सूची - I की मदों को सूची - II की मदों से सुमेलित कीजिए : सूची - I a. निकोलई गोगोल b. फ्रेडरिक वॉन शिलर c. ज्यों रासिन d. ऑगस्ट स्ट्रिन्डबर्ग सूची - II i. जर्मन नाटककार ii. स्वीडिश नाटककार iii. फ्रांसीसी रंगकर्मी iv. रूसी नाटककार कूट :,"a-iv, b-i, c-iii, d-ii","a-iv, b-ii, c-iii, d-i","a-iv, b-iii, c-ii, d-i","a-iv, b-iii, c-i, d-ii",A,DRA_c0293656,Match the List
Drama and theatre,Question Papers of NET January 2017,Paper III,22,अभिकथन (A) : नाट्यशास्त्र रंगमंच को मुख्य रूप से खेल या खेलकूद की भाँति मनोरंजक और समय बिताने वाला कार्यकलाप मानता है। कारण (R) : इसका मुख्य कार्य किसी व्यक्ति के मानस को तरोताजा करना और उसे दिन-प्रतिदिन के दुखों और चिन्ताओं से मुक्त करना है। कूट :,(A) और (R) दोनों गलत हैं।,"(A) सही है, (R) गलत है।",(A) और (R) दोनों सही हैं।,"(A) गलत है, (R) सही है।",C,DRA_ddb39f86,Assertion and Reason
Drama and theatre,Question Papers of NET January 2017,Paper III,23,एपिक थिएटर' के विकास के सही क्रम को चुने :,"बरतोल्त ब्रेक्त, मैक्स रेनहार्ट, इरविन पिस्केटर, ऑगस्तो बॉल","मैक्स रेनहार्ट, इरविन पिस्केटर, बरतोल्त ब्रेक्त, ऑगस्तो बॉल","इरविन पिस्केटर, मैक्स रेनहार्ट, बरतोल्त ब्रेक्त, ऑगस्तो बॉल","मैक्स रेनहार्ट, बरतोल्त ब्रेक्त, ऑगस्तो बॉल, इरविन पिस्केटर",B,DRA_857ac5d1,Sequence / Ordering
Drama and theatre,Question Papers of NET January 2017,Paper III,24,विषम को चुनिए :,रंगवार्ता,रंग प्रसंग,समकालीन रंगमंच,रंगायन,D,DRA_1796e59e,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET January 2017,Paper III,25,गंभीर निम्न में से किस क्षेत्र का प्राचीन लोक नाट्य रूप है ?,गुजरात,पंजाब,बंगाल,असम,C,DRA_c93ac95f,Normal MCQ
Drama and theatre,Question Papers of NET January 2017,Paper III,26,सूची - I की मदों को सूची - II से सुमेलित करें : सूची - I a. मंच के अग्रभाग में काल्पनिक या चित्रित वृत्त b. चतुरस्तंभयुक्त आच्छादित संरचना जो मंच के दोनों तरफ हैं। c. मंच का मुख्य अभिनय क्षेत्र d. मंच की सतह सूची - II i. रंगपीठ ii. ब्रह्ममण्डल iii. रंगशिरः iv. मत्तवारणी कूट :,"a-i, b-ii, c-iii, d-iv","a-ii, b-iv, c-i, d-iii","a-iii, b-i, c-iv, d-ii","a-iv, b-iii, c-ii, d-i",B,DRA_36b78a50,Match the List
Drama and theatre,Question Papers of NET January 2017,Paper III,27,"अभिकथन (A) : रिचर्ड शेक्नर के अनुसार थिएटर अपने आपमें थिएटर के बाहर बड़े वातावरण का भाग है। थिएटर के बाहर के ये बड़े स्थान शहर का जीवन है और लौकिक-ऐतिहासिक स्थान भी है, जो कि समय / स्थान की रूपात्मकताएँ (मॉडेलिटीज) हैं। कारण (R) : 'वातावरणीय रंगमंच' (एन्वायरनमेंटल थिएटर) का प्रथम दृश्य विषयक सिद्धांत संपूर्ण स्थानों का सृजन और उपयोग करना है। कूट :",(A) और (R) दोनों गलत हैं।,(A) और (R) दोनों सही हैं।,(A) गलत है और (R) सही है।,(A) सही है और (R) गलत है।,B,DRA_a5bae9f7,Assertion and Reason
Drama and theatre,Question Papers of NET January 2017,Paper III,28,रंगमंच के निम्नलिखित व्यक्तियों को उनके कालक्रम के अनुसार चुनिये :,"शिशिर भादुरी, गिरीश चन्द्र घोष, शम्भु मित्र, रुद्र प्रसाद सेन गुप्ता","गिरीश चन्द्र घोष, शिशिर भादुरी, शम्भु मित्र, रुद्र प्रसाद सेन गुप्ता","शम्भु मित्र, रुद्र प्रसाद सेन गुप्ता, गिरीश चन्द्र घोष, शिशिर भादुरी","रुद्र प्रसाद सेन गुप्ता, शम्भु मित्र, शिशिर भादुरी, गिरीश चन्द्र घोष",B,DRA_fce7c6c0,Sequence / Ordering
Drama and theatre,Question Papers of NET January 2017,Paper III,29,निम्नलिखित में उस उत्सव को चुनिए जो भारत के लोक या पारम्परिक थिएटर और नृत्य से संबंधित नहीं है :,चैत्र पर्व उत्सव,कोणार्क उत्सव,सप्तक उत्सव,कालिदास समारोह,C,DRA_674c3b5b,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET January 2017,Paper III,30,डेविड मैमेट के नाटक में संवाद किसके लिए प्रसिद्ध है ?,बहु-विध भाषा का समावेश,शास्त्रीय लोकोक्ति,मौन,रोजमर्रा की खंडित वाणी का उपयोग,D,DRA_e98d6c28,Normal MCQ
Drama and theatre,Question Papers of NET January 2017,Paper III,31,सूची - I की मदों को सूची - II की मदों से सुमेलित कीजिए : सूची - I a. केक मेक-अप b. करेक्टिव मेक-अप c. प्रोस्थेटिक्स d. दाढ़ी और मूंछें सूची - II i. अनुप्रयोग तकनीक ii. त्रिआयामी मेक-अप iii. क्रेप हेअर iv. मेक-अप के प्रकार कूट :,"a-ii, b-iii, c-i, d-iv","a-iv, b-i, c-ii, d-iii","a-iv, b-i, c-iii, d-ii","a-ii, b-i, c-iii, d-iv",B,DRA_7d117a89,Match the List
Drama and theatre,Question Papers of NET January 2017,Paper III,32,"अभिकथन (A) : आद्य रंगाचार्य के अनुसार, महाकाव्योत्तर सूत ने महाकाव्य पठन को नियमित नाटकीय अभिप्रस्तुति में परिवर्तित करके, स्वयं को सूत्रधार बना दिया है। कारण (R) : आधुनिक भारतीय थिएटर में सूत्रधार का कार्य कई स्तरों पर देखा जा सकता है। वह न केवल नाटक को प्रस्तुत कर रहा होता है अपितु वह कुछ विषयों को भी उठाता है जिन पर नाटक की संपूर्ण योजना में चर्चा की जानी है। कूट :","(A) सही है, (R) गलत है।","(A) गलत है, (R) सही है।",(A) और (R) दोनों गलत हैं।,(A) और (R) दोनों सही हैं।,D,DRA_8f774075,Assertion and Reason
Drama and theatre,Question Papers of NET January 2017,Paper III,33,भौगोलिक उत्पत्ति के संदर्भ में पूर्व से पश्चिम तक के सही क्रम को चुनिए :,"काबुकी, हट बोई, ओकथे प्वे, भगवत मेला","भगवत मेला, ओकथे प्वे, हट बोई, काबुकी","ओकथे प्वे, हट बोई, भगवत मेला, काबुकी","काबुकी, भगवत मेला, हट बोई, ओकथे प्वे",A,DRA_fc3d243e,Sequence / Ordering
Drama and theatre,Question Papers of NET January 2017,Paper III,34,विषम को चुनिए :,टेम्पो रिदम (लय-ताल),कम्युनियन (समागम),सत्य और विश्वास (ट्रुथ एंड बिलिफ),शारीरिक क्रिया की विधि (मेथड ऑफ फिजिकल एक्शन),D,DRA_352f0656,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET January 2017,Paper III,35,यह एक नाटकीय युक्ति है जिसमें चरित्र के द्वारा गोपनीयता को इंगित करने के लिए दर्शकों की ओर पीठ किया जाता है :,कर्णे,अपवारितक,आत्मगत,प्रकाश,B,DRA_a1efcd7b,Normal MCQ
Drama and theatre,Question Papers of NET January 2017,Paper III,36,सूची - I की मदों को सूची - II की मदों से सुमेलित कीजिए : सूची - I a. रत्नाकर मतकरी b. सतीश आलेकर c. जयंत दल्वी d. महेश एलकुंचवार सूची - II i. वासना कांड ii. बैरिस्टर iii. बेगम बर्वे iv. लोक-कथा कूट :,"a-i, b-ii, c-iii, d-iv","a-iv, b-iii, c-ii, d-i","a-ii, b-iii, c-iv, d-i","a-iii, b-ii, c-i, d-iv",B,DRA_1e83cb3a,Match the List
